#mu n n_h sigma_xx sigma_yy sigma_xy	#mu          density      sigma1_xx       sigma2_xx       sigma1_xy       sigma2_xy       alpha1_xx       alpha2_xx       alpha1_xy       alpha2_xy       beta1_xx        beta2_xx        beta1_xy        beta2_xy
1.614035087719298 -0.4833928056254322 -0.2966453473492396 1.1291994814599559e-37 1.1291994814599542e-37 -2.6828315512803374e-55	 1.60000000 -0.48073483   1.37943064e+00  1.37003425e+00  6.47027642e+00  6.45268681e+00 -8.09357063e-03 -1.30267485e-02 -2.26722434e-02 -3.85440658e-02  3.62201219e+00  3.64284999e+00  1.70520017e+01  1.70906528e+01 
1.6340852130325807 -0.4873352325353941 -0.29902398654619683 1.134086487135889e-37 1.134086487135891e-37 -2.6845774054436708e-55	 1.62000000 -0.48460484   1.36117566e+00  1.37217684e+00  6.42263057e+00  6.45036818e+00 -1.01187385e-02 -1.10904990e-02 -3.27388861e-02 -2.99323092e-02  3.62293989e+00  3.59948779e+00  1.70374746e+01  1.69770313e+01 
1.6541353383458643 -0.49124398162213834 -0.2920842302238869 1.1154340802997764e-37 1.1154340802997775e-37 -2.658699877146701e-55	 1.64000000 -0.48847086   1.36196418e+00  1.35524767e+00  6.42438366e+00  6.40191955e+00 -1.37478236e-02 -7.62966565e-03 -3.85330441e-02 -2.67611438e-02  3.58317994e+00  3.59675694e+00  1.69205405e+01  1.69690861e+01 
1.674185463659148 -0.49498513041629555 -0.29160787228989593 1.1147120888822456e-37 1.1147120888822441e-37 -2.659596692605061e-55	 1.66000000 -0.49232836   1.35093430e+00  1.35008740e+00  6.38657306e+00  6.39163878e+00 -6.82999354e-03 -1.46767486e-02 -2.25612475e-02 -4.25146909e-02  3.56722145e+00  3.56987659e+00  1.68857924e+01  1.68749789e+01 
1.6942355889724308 -0.4989789599000536 -0.2906888602754995 1.110518781050991e-37 1.1105187810509903e-37 -2.6479698297636685e-55	 1.68000000 -0.49617896   1.33855756e+00  1.34613959e+00  6.35549928e+00  6.37037477e+00 -1.35342075e-02 -8.08971996e-03 -4.17694516e-02 -2.44272353e-02  3.55512389e+00  3.53873400e+00  1.68284997e+01  1.67970600e+01 
1.7142857142857135 -0.50274540091684 -0.2844492944819503 1.094239403553825e-37 1.0942394035538224e-37 -2.6272986621052634e-55	 1.70000000 -0.50002300   1.33921454e+00  1.32909968e+00  6.35128221e+00  6.32463729e+00 -1.06883976e-02 -1.10544957e-02 -3.16484241e-02 -3.71843418e-02  3.51482278e+00  3.53570041e+00  1.67181505e+01  1.67739693e+01 
1.7343358395989972 -0.5065738767292811 -0.28617996655159655 1.098593240367258e-37 1.0985932403672575e-37 -2.6322323522551197e-55	 1.72000000 -0.50385889   1.32217832e+00  1.32963189e+00  6.30056316e+00  6.32498782e+00 -8.57516949e-03 -1.32550894e-02 -2.98285170e-02 -3.89827828e-02  3.51084209e+00  3.49618530e+00  1.67036850e+01  1.66531723e+01 
1.7543859649122808 -0.5105063423223455 -0.28140287143893855 1.0842459491330667e-37 1.0842459491330669e-37 -2.6074542559839465e-55	 1.74000000 -0.50769055   1.31821066e+00  1.31695157e+00  6.29014613e+00  6.28048618e+00 -1.45773494e-02 -7.38921415e-03 -4.42613525e-02 -2.51642572e-02  3.48073065e+00  3.48244436e+00  1.65979299e+01  1.66176623e+01 
1.7744360902255636 -0.5142091082790881 -0.2786927423605498 1.0775027125013618e-37 1.0775027125013639e-37 -2.6001637028355877e-55	 1.76000000 -0.51151741   1.31186719e+00  1.30665574e+00  6.26342587e+00  6.25370256e+00 -8.02866392e-03 -1.41046245e-02 -2.64987940e-02 -4.57980724e-02  3.45399214e+00  3.46507187e+00  1.65270951e+01  1.65468582e+01 
1.7944862155388464 -0.5181309570293782 -0.27898857817903105 1.0772573761375827e-37 1.0772573761375846e-37 -2.5962238522246808e-55	 1.78000000 -0.51533404   1.29649355e+00  1.30533078e+00  6.22038231e+00  6.24438732e+00 -1.21510239e-02 -1.00589546e-02 -4.13897529e-02 -3.14962228e-02  3.44619606e+00  3.42857056e+00  1.64896574e+01  1.64416948e+01 
1.81453634085213 -0.521921378512459 -0.27299810743424574 1.0601513550476657e-37 1.0601513550476636e-37 -2.569601135645879e-55	 1.80000000 -0.51914399   1.29650861e+00  1.28840394e+00  6.21713398e+00  6.19082039e+00 -1.24905777e-02 -9.78708705e-03 -3.85281555e-02 -3.41708201e-02  3.40741577e+00  3.42283613e+00  1.63660681e+01  1.64178724e+01 
1.8345864661654137 -0.5256755819611747 -0.27348356764620074 1.061649111538946e-37 1.061649111538944e-37 -2.57229261467186e-55	 1.82000000 -0.52295222   1.28213132e+00  1.28579466e+00  6.16728579e+00  6.18323753e+00 -8.20864860e-03 -1.42311340e-02 -2.93968938e-02 -4.57912226e-02  3.39592026e+00  3.38961616e+00  1.63329697e+01  1.63021016e+01 
1.8546365914786964 -0.5295940189979984 -0.2702257059595534 1.0512721072173932e-37 1.0512721072173914e-37 -2.552661507468121e-55	 1.84000000 -0.52675380   1.27438618e+00  1.27657917e+00  6.14681274e+00  6.14853851e+00 -1.45083049e-02 -8.07351355e-03 -4.87264181e-02 -2.81104878e-02  3.37274021e+00  3.36782518e+00  1.62444743e+01  1.62409224e+01 
1.8746867167919792 -0.5332793021662285 -0.2665153566320348 1.0410312339037067e-37 1.041031233903704e-37 -2.538019109256943e-55	 1.86000000 -0.53054612   1.27030935e+00  1.26357291e+00  6.12781680e+00  6.10951060e+00 -9.35607554e-03 -1.32931146e-02 -3.06610646e-02 -4.58616001e-02  3.34114159e+00  3.35415793e+00  1.61483798e+01  1.61830734e+01 
1.8947368421052628 -0.5371373595137583 -0.26699554652440527 1.041657480626695e-37 1.0416574806266952e-37 -2.536503483000256e-55	 1.88000000 -0.53433396   1.25429265e+00  1.26235566e+00  6.07530578e+00  6.10151791e+00 -1.12851183e-02 -1.14626756e-02 -4.04692482e-02 -3.75639033e-02  3.33231145e+00  3.31755174e+00  1.61119365e+01  1.60631716e+01 
1.9147869674185465 -0.5409356304437274 -0.26164815585733137 1.025616925179293e-37 1.025616925179299e-37 -2.5092404877670044e-55	 1.90000000 -0.53811780   1.25260927e+00  1.24676484e+00  6.07019795e+00  6.04787086e+00 -1.34484610e-02 -9.43244963e-03 -4.53900417e-02 -3.48226710e-02  3.29712560e+00  3.30717085e+00  1.59889003e+01  1.60295148e+01 
1.9348370927318292 -0.5446404684244732 -0.26113667932993895 1.0245042308117025e-37 1.0245042308117015e-37 -2.508702955508947e-55	 1.92000000 -0.54189489   1.24037158e+00  1.24166355e+00  6.02479594e+00  6.03355941e+00 -8.51019752e-03 -1.44727995e-02 -3.05525890e-02 -4.98357893e-02  3.28000478e+00  3.27846035e+00  1.59370419e+01  1.59216337e+01 
1.954887218045112 -0.5485277046527282 -0.25872939450306 1.0161717143352221e-37 1.0161717143352178e-37 -2.4910247237098915e-55	 1.94000000 -0.54566667   1.23053310e+00  1.23405474e+00  5.99365674e+00  6.00188020e+00 -1.42102498e-02 -8.87623847e-03 -5.03671091e-02 -3.07627232e-02  3.25957779e+00  3.25276419e+00  1.58551852e+01  1.58402866e+01 
1.9749373433583957 -0.5522051691002385 -0.25481659032051823 1.0047860293870901e-37 1.0047860293870983e-37 -2.4729143917687157e-55	 1.96000000 -0.54943368   1.22685311e+00  1.22023417e+00  5.97732844e+00  5.95595400e+00 -1.03185541e-02 -1.28870815e-02 -3.58403873e-02 -4.75588296e-02  3.22719133e+00  3.23884418e+00  1.57468374e+01  1.57841310e+01 
1.9949874686716793 -0.5560147839558611 -0.2548998099428887 1.004798478133471e-37 1.004798478133472e-37 -2.4721682918067188e-55	 1.98000000 -0.55319371   1.21130426e+00  1.21821142e+00  5.92302938e+00  5.94852099e+00 -1.11083888e-02 -1.21836491e-02 -4.16858541e-02 -4.25656404e-02  3.21551348e+00  3.20406539e+00  1.57039429e+01  1.56606986e+01 
2.015037593984962 -0.5597960616269098 -0.2502409404221407 9.898988547437834e-38 9.89898854743782e-38 -2.4440657573161904e-55	 2.00000000 -0.55694857   1.20815917e+00  1.20365372e+00  5.91310409e+00  5.89379721e+00 -1.37411900e-02 -9.63379969e-03 -4.86163219e-02 -3.56955349e-02  3.18302959e+00  3.18989456e+00  1.55818746e+01  1.56136815e+01 
2.035087719298245 -0.5634783629961937 -0.249277725595571 9.873656390830513e-38 9.873656390830544e-38 -2.4409683685691517e-55	 2.02000000 -0.56070091   1.19674368e+00  1.19729758e+00  5.86760845e+00  5.87340734e+00 -9.04416832e-03 -1.44593964e-02 -3.32079234e-02 -5.29110991e-02  3.16310175e+00  3.16293558e+00  1.55166471e+01  1.55077954e+01 
2.0551378446115285 -0.5673309734477952 -0.24693997980013474 9.793347671486663e-38 9.793347671486656e-38 -2.4241558821542248e-55	 2.04000000 -0.56444787   1.18645371e+00  1.18980303e+00  5.83345070e+00  5.84300809e+00 -1.41334022e-02 -9.48963936e-03 -5.34195938e-02 -3.45634907e-02  3.14240562e+00  3.13650681e+00  1.54334426e+01  1.54176478e+01 
2.075187969924812 -0.5709891662171593 -0.24334376128497767 9.683427354089036e-38 9.683427354089026e-38 -2.4050692590896236e-55	 2.06000000 -0.56818713   1.18208872e+00  1.17629379e+00  5.81581983e+00  5.79489627e+00 -1.07276796e-02 -1.29650728e-02 -3.85783903e-02 -4.95811011e-02  3.11118897e+00  3.12039848e+00  1.53211117e+01  1.53539845e+01 
2.095238095238095 -0.5747743864702868 -0.24299671512044438 9.670461629287574e-38 9.670461629287538e-38 -2.4020586968326537e-55	 2.08000000 -0.57192202   1.16716349e+00  1.17321341e+00  5.75895207e+00  5.78334887e+00 -1.14780150e-02 -1.22955833e-02 -4.40773017e-02 -4.47277564e-02  3.09653250e+00  3.08758290e+00  1.52671917e+01  1.52302243e+01 
2.1152882205513777 -0.578523763722758 -0.23874285950845175 9.529584369829403e-38 9.529584369829439e-38 -2.3741444207638187e-55	 2.10000000 -0.57565452   1.16326958e+00  1.15904294e+00  5.74656350e+00  5.72733303e+00 -1.36528538e-02 -1.02403402e-02 -5.13129410e-02 -3.94962028e-02  3.06539731e+00  3.07107893e+00  1.51450749e+01  1.51729690e+01 
2.1353383458646613 -0.5821957432906217 -0.23767501461853613 9.50167700395379e-38 9.501677003953749e-38 -2.3708637868404228e-55	 2.12000000 -0.57938199   1.15154474e+00  1.15267145e+00  5.69918615e+00  5.70684841e+00 -9.64185963e-03 -1.43563229e-02 -3.66714854e-02 -5.53403671e-02  3.04476303e+00  3.04384510e+00  1.50730504e+01  1.50628199e+01 
2.155388471177945 -0.5860112244385112 -0.23508741451394682 9.410397873351855e-38 9.410397873351864e-38 -2.3511275926031375e-55	 2.14000000 -0.58310347   1.14195678e+00  1.14407815e+00  5.66513632e+00  5.67116490e+00 -1.42436848e-02 -9.83252352e-03 -5.56943317e-02 -3.65550951e-02  3.02204292e+00  3.01847262e+00  1.49802676e+01  1.49710156e+01 
2.1754385964912277 -0.5896492775155218 -0.2320966626197757 9.315473788908685e-38 9.315473788908646e-38 -2.3336225189894425e-55	 2.16000000 -0.58682102   1.13612125e+00  1.13164192e+00  5.64110749e+00  5.62380359e+00 -1.07122749e-02 -1.34555755e-02 -3.99901846e-02 -5.34389071e-02  2.99292883e+00  2.99931942e+00  1.48705625e+01  1.48945736e+01 
2.1954887218045105 -0.5934276498776299 -0.23114639969560696 9.284205027814349e-38 9.284205027814342e-38 -2.3275119435128344e-55	 2.18000000 -0.59053475   1.12206179e+00  1.12737621e+00  5.58553456e+00  5.60833682e+00 -1.23098781e-02 -1.19604561e-02 -4.94615216e-02 -4.57317285e-02  2.97536794e+00  2.96845135e+00  1.48033690e+01  1.47734245e+01 
2.215538847117794 -0.597126306231146 -0.22725304759438586 9.151657439579168e-38 9.151657439579167e-38 -2.300273102070916e-55	 2.20000000 -0.59424328   1.11779039e+00  1.11325724e+00  5.57185825e+00  5.55063270e+00 -1.31710312e-02 -1.11827468e-02 -5.13804355e-02 -4.45778800e-02  2.94493714e+00  2.95028138e+00  1.46797631e+01  1.47061710e+01 
2.235588972431078 -0.6008067530305077 -0.2262855192353614 9.125123303095217e-38 9.125123303095214e-38 -2.296732027005246e-55	 2.22000000 -0.59794766   1.10501919e+00  1.10754685e+00  5.51778968e+00  5.53136096e+00 -1.04156715e-02 -1.40171515e-02 -4.06955744e-02 -5.56936638e-02  2.92445552e+00  2.92198850e+00  1.46045500e+01  1.45889292e+01 
2.2556390977443606 -0.6045791339191142 -0.2232587263797713 9.016090933306274e-38 9.016090933306311e-38 -2.2725724096473204e-55	 2.24000000 -0.60164941   1.09700136e+00  1.09701839e+00  5.48861345e+00  5.48617967e+00 -1.43228642e-02 -1.02090953e-02 -5.82402660e-02 -3.95443885e-02  2.89908021e+00  2.89839920e+00  1.44987963e+01  1.45005001e+01 
2.2756892230576433 -0.6082031328774875 -0.22098945488281796 8.945098482340848e-38 8.945098482340892e-38 -2.2598952449333805e-55	 2.26000000 -0.60534719   1.08889919e+00  1.08653689e+00  5.45483221e+00  5.44594414e+00 -1.05647988e-02 -1.40660733e-02 -4.10852316e-02 -5.82780767e-02  2.87256223e+00  2.87574582e+00  1.43956072e+01  1.44066121e+01 
2.295739348370927 -0.6119764780099328 -0.21929400568298554 8.886010826805219e-38 8.886010826805224e-38 -2.2473800525549284e-55	 2.28000000 -0.60903938   1.07643103e+00  1.08035696e+00  5.40437859e+00  5.42176340e+00 -1.33747702e-02 -1.13318342e-02 -5.56605075e-02 -4.43798337e-02  2.85172165e+00  2.84723779e+00  1.43109792e+01  1.42916646e+01 
2.3157894736842106 -0.6156193708984536 -0.21599681287052996 8.771203972449107e-38 8.771203972449149e-38 -2.2231086289194977e-55	 2.30000000 -0.61272737   1.07122895e+00  1.06681885e+00  5.38544704e+00  5.36427786e+00 -1.22914642e-02 -1.24870966e-02 -4.88815265e-02 -5.16852299e-02  2.82250794e+00  2.82696889e+00  1.41901301e+01  1.42118217e+01 
2.3358395989974934 -0.619329200802484 -0.21488234005254483 8.737908640326038e-38 8.73790864032607e-38 -2.2177055365130406e-55	 2.32000000 -0.61641304   1.05770555e+00  1.06153161e+00  5.32632135e+00  5.34604176e+00 -1.16574473e-02 -1.32110827e-02 -4.79502857e-02 -5.39185878e-02  2.80160934e+00  2.79823971e+00  1.41091545e+01  1.40906333e+01 
2.355889724310776 -0.623035613055787 -0.21157385867369935 8.616872758715569e-38 8.616872758715582e-38 -2.1904177971017703e-55	 2.34000000 -0.62009573   1.05140965e+00  1.04897380e+00  5.30445587e+00  5.29062141e+00 -1.38877922e-02 -1.10740718e-02 -5.81347341e-02 -4.51782939e-02  2.77417428e+00  2.77586035e+00  1.39916146e+01  1.40031725e+01 
2.37593984962406 -0.6266728506924741 -0.20998116875164305 8.569532474606659e-38 8.569532474606688e-38 -2.1828481015483595e-55	 2.36000000 -0.62377402   1.04041592e+00  1.04105983e+00  5.25598925e+00  5.26124078e+00 -1.08367408e-02 -1.42027844e-02 -4.36666647e-02 -6.04295267e-02  2.74998148e+00  2.75005131e+00  1.38951503e+01  1.38920608e+01 
2.3959899749373434 -0.6304192719750659 -0.2074583650605304 8.47554136425714e-38 8.475541364257122e-38 -2.161192992998536e-55	 2.38000000 -0.62744838   1.03068558e+00  1.03180941e+00  5.21699644e+00  5.22095524e+00 -1.41469830e-02 -1.09642788e-02 -6.07887869e-02 -4.39117074e-02  2.72567511e+00  2.72419989e+00  1.37914674e+01  1.37868472e+01 
2.416040100250626 -0.634028045400558 -0.20503762947072163 8.393529751119391e-38 8.393529751119375e-38 -2.1445950655838516e-55	 2.40000000 -0.63111999   1.02298349e+00  1.02046598e+00  5.18479096e+00  5.17291813e+00 -1.13984111e-02 -1.37942539e-02 -4.60961921e-02 -5.97362232e-02  2.69864017e+00  2.70092809e+00  1.36789778e+01  1.36889584e+01 
2.436090225563909 -0.637764622853559 -0.20327574445088298 8.332282162729443e-38 8.332282162729408e-38 -2.131728948070115e-55	 2.42000000 -0.63478859   1.01051623e+00  1.01383843e+00  5.13009459e+00  5.14718456e+00 -1.32574688e-02 -1.20199793e-02 -5.75999986e-02 -4.95694802e-02  2.67577939e+00  2.67331805e+00  1.35836474e+01  1.35713082e+01 
2.4561403508771926 -0.6413933047812148 -0.2002991376082429 8.223625164903984e-38 8.223625164903994e-38 -2.1073522755315878e-55	 2.44000000 -0.63845330   1.00433964e+00  1.00086512e+00  5.10766966e+00  5.08870547e+00 -1.26908295e-02 -1.26617216e-02 -5.33708249e-02 -5.47107422e-02  2.64818186e+00  2.65028644e+00  1.34638375e+01  1.34756497e+01 
2.4761904761904763 -0.6450797752129485 -0.19881989231147632 8.177633471533222e-38 8.177633471533218e-38 -2.099350990985063e-55	 2.46000000 -0.64211453   9.91472230e-01  9.94514327e-01  5.04836746e+00  5.06592293e+00 -1.21264765e-02 -1.32949667e-02 -5.17929620e-02 -5.69331987e-02  2.62456113e+00  2.62314244e+00  1.33659111e+01  1.33567598e+01 
2.496240601503759 -0.6487518126282767 -0.1958687190418713 8.064071669107754e-38 8.06407166910773e-38 -2.0722076895585026e-55	 2.48000000 -0.64577346   9.84443223e-01  9.82261381e-01  5.02229910e+00  5.00882283e+00 -1.37538307e-02 -1.17417827e-02 -6.00092163e-02 -4.96459489e-02  2.59808758e+00  2.59871525e+00  1.32496047e+01  1.32550390e+01 
2.516290726817042 -0.6523866275702039 -0.19417785183414416 8.011566510084269e-38 8.011566510084258e-38 -2.0631214715728896e-55	 2.50000000 -0.64943026   9.73141270e-01  9.74232981e-01  4.96990545e+00  4.97760235e+00 -1.15502693e-02 -1.40244696e-02 -4.85998992e-02 -6.22747133e-02  2.57283185e+00  2.57291033e+00  1.31430090e+01  1.31413397e+01 
2.5363408521303255 -0.6560925517903511 -0.19158552849293997 7.911451095359321e-38 7.911451095359357e-38 -2.0391031737658055e-55	 2.52000000 -0.65308400   9.63982522e-01  9.64016314e-01  4.93242973e+00  4.93114868e+00 -1.40987176e-02 -1.15504121e-02 -6.33898407e-02 -4.85476341e-02  2.54754433e+00  2.54696958e+00  1.30313399e+01  1.30299833e+01 
2.556390977443609 -0.6596948607239246 -0.18946882810621796 7.8401931248821e-38 7.840193124882083e-38 -2.0249082910415465e-55	 2.54000000 -0.65673424   9.54801882e-01  9.53766350e-01  4.89184079e+00  4.88702207e+00 -1.17134546e-02 -1.40024545e-02 -4.93470941e-02 -6.33502252e-02  2.52116514e+00  2.52197481e+00  1.29166060e+01  1.29197734e+01 
2.576441102756892 -0.6634071054025845 -0.18731336310955415 7.759310562314665e-38 7.759310562314642e-38 -2.006167146693367e-55	 2.56000000 -0.66038165   9.43635081e-01  9.45441404e-01  4.84160769e+00  4.85147469e+00 -1.37850800e-02 -1.19968100e-02 -6.25112862e-02 -5.09475396e-02  2.49621908e+00  2.49542210e+00  1.28069730e+01  1.28033012e+01 
2.5964912280701746 -0.6670058273519179 -0.18485536697200217 7.669163847029846e-38 7.669163847029866e-38 -1.985882618996322e-55	 2.58000000 -0.66402700   9.35912104e-01  9.33617562e-01  4.80996054e+00  4.79654436e+00 -1.23503444e-02 -1.35017881e-02 -5.31929044e-02 -6.12618016e-02  2.46970926e+00  2.47030417e+00  1.26897934e+01  1.26928564e+01 
2.6165413533834583 -0.6707016815766285 -0.18297289845313244 7.603103380308263e-38 7.603103380308257e-38 -1.9718988325785196e-55	 2.60000000 -0.66767024   9.23719095e-01  9.26216687e-01  4.75207957e+00  4.76739423e+00 -1.32006554e-02 -1.27229146e-02 -5.98162591e-02 -5.57289093e-02  2.44426239e+00  2.44397984e+00  1.25772052e+01  1.25755239e+01 
2.636591478696742 -0.6743158447312876 -0.18034573639775422 7.501547782502222e-38 7.501547782502216e-38 -1.9475359655529712e-55	 2.62000000 -0.67131086   9.16371918e-01  9.13922884e-01  4.72379278e+00  4.70814999e+00 -1.30717381e-02 -1.29191988e-02 -5.81804172e-02 -5.83082502e-02  2.41819400e+00  2.41813401e+00  1.24602671e+01  1.24602116e+01 
2.6566416040100247 -0.6779815778117881 -0.17854082685271194 7.441677564726994e-38 7.44167756472702e-38 -1.93594833142538e-55	 2.64000000 -0.67494881   9.04198803e-01  9.06402881e-01  4.66449127e+00  4.67913213e+00 -1.26848562e-02 -1.33690659e-02 -5.69279723e-02 -6.03470730e-02  2.39195989e+00  2.39232586e+00  1.23424104e+01  1.23441535e+01 
2.6766917293233075 -0.6816173823325749 -0.17593581428368973 7.337194486318857e-38 7.337194486318844e-38 -1.9098330865970034e-55	 2.66000000 -0.67858463   8.96340789e-01  8.94514353e-01  4.63352558e+00  4.62087936e+00 -1.36019363e-02 -1.25142350e-02 -6.21918080e-02 -5.58874402e-02  2.36635765e+00  2.36576740e+00  1.22272361e+01  1.22241543e+01 
2.696741854636591 -0.6852539399311699 -0.1740796312901951 7.275944805914488e-38 7.27594480591448e-38 -1.8981059035760688e-55	 2.68000000 -0.68221882   8.84840981e-01  8.86218755e-01  4.57721834e+00  4.58724149e+00 -1.24121209e-02 -1.37676699e-02 -5.52956308e-02 -6.37065878e-02  2.33956509e+00  2.34027569e+00  1.21053770e+01  1.21092678e+01 
2.7167919799498748 -0.6889092927063485 -0.1715853633255409 7.174558762281436e-38 7.174558762281453e-38 -1.872404867987846e-55	 2.70000000 -0.68585133   8.76065581e-01  8.75154904e-01  4.54054800e+00  4.53344279e+00 -1.38700899e-02 -1.23732122e-02 -6.48523618e-02 -5.51204909e-02  2.31407419e+00  2.31334965e+00  1.19899476e+01  1.19858544e+01 
2.7368421052631575 -0.6925234479429856 -0.16960963032947737 7.107835130393152e-38 7.107835130393177e-38 -1.859147255521188e-55	 2.72000000 -0.68948182   8.65436477e-01  8.65901717e-01  4.48941834e+00  4.49358697e+00 -1.23864673e-02 -1.39178774e-02 -5.52663110e-02 -6.56094087e-02  2.28711528e+00  2.28775967e+00  1.18655385e+01  1.18692472e+01 
2.7568922305764403 -0.6961897003035515 -0.1672445995911071 7.012066446163778e-38 7.012066446163807e-38 -1.834972452457786e-55	 2.74000000 -0.69311015   8.55739442e-01  8.55671030e-01  4.44639073e+00  4.44496842e+00 -1.39232490e-02 -1.24393057e-02 -6.60300617e-02 -5.56595249e-02  2.26134807e+00  2.26085666e+00  1.17474108e+01  1.17445781e+01 
2.776942355889724 -0.6997893392685786 -0.1651622607444823 6.938812229135712e-38 6.938812229135686e-38 -1.8194874226761335e-55	 2.76000000 -0.69673659   8.45850326e-01  8.45585448e-01  4.39997184e+00  4.39897468e+00 -1.25197212e-02 -1.38996822e-02 -5.62614619e-02 -6.62207256e-02  2.23456650e+00  2.23485675e+00  1.16230946e+01  1.16246900e+01 
2.7969924812030076 -0.7034592544108076 -0.16291230512467011 6.848511760807935e-38 6.848511760807981e-38 -1.7969174629628108e-55	 2.78000000 -0.70036156   8.35442995e-01  8.35972506e-01  4.35139017e+00  4.35441017e+00 -1.38594282e-02 -1.26167489e-02 -6.62839841e-02 -5.70307615e-02  2.20829868e+00  2.20823390e+00  1.15011520e+01  1.15010184e+01 
2.8170426065162903 -0.7070524153586764 -0.16075650452247742 6.769655226447188e-38 6.769655226447186e-38 -1.7793203828744518e-55	 2.80000000 -0.70398527   8.26040074e-01  8.25312620e-01  4.30832936e+00  4.30370191e+00 -1.27207013e-02 -1.38120916e-02 -5.79009177e-02 -6.62835676e-02  2.18184674e+00  2.18168224e+00  1.13781466e+01  1.13767233e+01 
2.837092731829573 -0.7107213924310962 -0.1585792023656349 6.683455938210367e-38 6.683455938210382e-38 -1.758108022451233e-55	 2.82000000 -0.70760768   8.15192227e-01  8.16057394e-01  4.25593886e+00  4.26177419e+00 -1.37645607e-02 -1.28237621e-02 -6.62516665e-02 -5.87965672e-02  2.15501411e+00  2.15539586e+00  1.12513527e+01  1.12543161e+01 
2.8571428571428568 -0.7143124220333363 -0.1563805127147403 6.600705525175603e-38 6.600705525175583e-38 -1.738952382372253e-55	 2.84000000 -0.71122868   8.06029113e-01  8.05077684e-01  4.21475813e+00  4.20807628e+00 -1.29205072e-02 -1.37216006e-02 -5.96619648e-02 -6.62131952e-02  2.12887717e+00  2.12830118e+00  1.11295037e+01  1.11251020e+01 
2.8771929824561404 -0.7179772553788775 -0.15424212585368527 6.516904956751113e-38 6.516904956751107e-38 -1.7185785163725132e-55	 2.86000000 -0.71484826   7.94964050e-01  7.95959725e-01  4.16005999e+00  4.16727718e+00 -1.36863630e-02 -1.30078585e-02 -6.61977181e-02 -6.04715185e-02  2.10154992e+00  2.10229056e+00  1.09981063e+01  1.10037859e+01 
2.897243107769423 -0.7215679741868182 -0.15203245004304095 6.431909169431063e-38 6.431909169431073e-38 -1.6983731580588937e-55	 2.88000000 -0.71846659   7.85853640e-01  7.84846834e-01  4.11933688e+00  4.11184315e+00 -1.30845240e-02 -1.36605996e-02 -6.12196170e-02 -6.62333854e-02  2.07563728e+00  2.07476483e+00  1.08772363e+01  1.08704770e+01 
2.917293233082706 -0.7252281278186901 -0.14991380502934934 6.348984783858955e-38 6.348984783858962e-38 -1.6782495963795605e-55	 2.90000000 -0.72208392   7.74722678e-01  7.75715120e-01  4.06340521e+00  4.07096390e+00 -1.36447867e-02 -1.31503351e-02 -6.63359948e-02 -6.19057776e-02  2.04794781e+00  2.04891822e+00  1.07422458e+01  1.07498623e+01 
2.9373433583959896 -0.7288196563104499 -0.14771297143194873 6.263088765581256e-38 6.263088765581248e-38 -1.6574792703110795e-55	 2.92000000 -0.72570046   7.65547962e-01  7.64589384e-01  4.02219731e+00  4.01474707e+00 -1.32057949e-02 -1.36383738e-02 -6.25279898e-02 -6.65057022e-02  2.02213359e+00  2.02109891e+00  1.06216160e+01  1.06133805e+01 
2.9573934837092732 -0.7324759641065604 -0.14559902120051593 6.179906177137185e-38 6.179906177137194e-38 -1.637174283832943e-55	 2.94000000 -0.72931630   7.54445625e-01  7.55355120e-01  3.96587575e+00  3.97307195e+00 -1.36401521e-02 -1.32518721e-02 -6.67325379e-02 -6.30848324e-02  1.99421793e+00  1.99528358e+00  1.04838383e+01  1.04924415e+01 
2.977443609022556 -0.7360686752260495 -0.1434145827138672 6.094124188840315e-38 6.094124188840335e-38 -1.6162885379824155e-55	 2.96000000 -0.73293148   7.45138541e-01  7.44290667e-01  3.92360744e+00  3.91679357e+00 -1.32899075e-02 -1.36485990e-02 -6.35799292e-02 -6.70040776e-02  1.96836885e+00  1.96730549e+00  1.03623121e+01  1.03536093e+01 
2.9974937343358388 -0.7397215963858026 -0.1412967838298403 6.009881764011295e-38 6.009881764011281e-38 -1.5954719950865431e-55	 2.98000000 -0.73654601   7.34124236e-01  7.34899266e-01  3.86749701e+00  3.87380760e+00 -1.36620853e-02 -1.33215194e-02 -6.73094329e-02 -6.40235449e-02  1.94036340e+00  1.94139039e+00  1.02227248e+01  1.02312356e+01 
3.0175438596491224 -0.7433156855391332 -0.13913258094897096 5.924916119223004e-38 5.924916119223008e-38 -1.5747991704848592e-55	 3.00000000 -0.74015993   7.24637711e-01  7.23946476e-01  3.82366707e+00  3.81798151e+00 -1.33484803e-02 -1.36789468e-02 -6.44306500e-02 -6.76387796e-02  1.91434921e+00  1.91339434e+00  1.00992358e+01  1.00912398e+01 
3.037593984962406 -0.7469650442194056 -0.13700961216115734 5.839076270132687e-38 5.839076270132708e-38 -1.55319815295176e-55	 3.02000000 -0.74377337   7.13757867e-01  7.14354013e-01  3.76824630e+00  3.77317899e+00 -1.36974916e-02 -1.33725944e-02 -6.79811061e-02 -6.48176834e-02  1.88640117e+00  1.88724598e+00  9.95920948e+00  9.96633160e+00 
